"Gene_symbol"	"Entrez_ID"	"Value_count"	"ensembl_gene_id"	"entrezgene_id"	"chromosome_name"
"414"	"RFX8"	731220	234	"ENSG00000196460"	731220	"2"
"415"	"GPNMB"	10457	234	"ENSG00000136235"	10457	"7"
"416"	"DNAH5"	1767	234	"ENSG00000039139"	1767	"5"
"417"	"IL18R1"	8809	233	"ENSG00000115604"	8809	"2"
"418"	"SEPP1"	6414	233	NA	NA	NA
"419"	"FAAH"	2166	232	"ENSG00000117480"	2166	"1"
"420"	"KRTAP5-2"	440021	232	"ENSG00000205867"	440021	"11"
"421"	"NEK10"	152110	231	"ENSG00000163491"	152110	"3"
"422"	"FLG"	2312	231	"ENSG00000143631"	2312	"1"
"423"	"BAIAP2L1"	55971	229	"ENSG00000006453"	55971	"7"
"424"	"IL1RN"	3557	229	"ENSG00000136689"	3557	"2"
"425"	"FAM26F"	441168	228	NA	NA	NA
"426"	"C2orf52"	151477	228	NA	NA	NA
"427"	"SULT1A1"	6817	228	"ENSG00000196502"	6817	"16"
"428"	"DSG1"	1828	228	"ENSG00000134760"	1828	"18"
"429"	"SEC22A"	26984	227	"ENSG00000121542"	26984	"3"
"430"	"PMCH"	5367	227	"ENSG00000183395"	5367	"12"
"431"	"WDSUB1"	151525	227	"ENSG00000196151"	151525	"2"
"432"	"ZNF181"	339318	227	"ENSG00000197841"	339318	"19"
"433"	"RPS23"	6228	226	"ENSG00000186468"	6228	"5"
"434"	"HEATR4"	399671	226	"ENSG00000187105"	399671	"14"
"435"	"PYROXD1"	79912	225	"ENSG00000121350"	79912	"12"
"436"	"ESPNL"	339768	225	"ENSG00000144488"	339768	"2"
"437"	"PLAC9"	219348	225	"ENSG00000189129"	219348	"10"
"438"	"THNSL2"	55258	225	"ENSG00000144115"	55258	"2"
"439"	"DHX36"	170506	224	"ENSG00000174953"	170506	"3"
"440"	"CASP7"	840	224	"ENSG00000165806"	840	"10"
"441"	"TAS2R4"	50832	224	"ENSG00000127364"	50832	"7"
"442"	"DR1"	1810	223	"ENSG00000117505"	1810	"1"
"443"	"TRIP4"	9325	223	"ENSG00000103671"	9325	"15"
"444"	"PAWR"	5074	223	"ENSG00000177425"	5074	"12"
"445"	"ALMS1P"	200420	223	NA	NA	NA
"446"	"CDC26"	246184	223	"ENSG00000176386"	246184	"9"
"447"	"LOC100128164"	100128164	222	NA	NA	NA
"448"	"TMEM87B"	84910	222	"ENSG00000153214"	84910	"2"
"449"	"ZNF322A"	79692	222	NA	NA	NA
"450"	"ZNF559"	84527	222	"ENSG00000188321"	84527	"19"
"451"	"DGCR9"	25787	222	NA	NA	NA
"452"	"TRIM63"	84676	222	"ENSG00000158022"	84676	"1"
"453"	"KRT1"	3848	221	"ENSG00000167768"	3848	"12"
"454"	"ITGB3BP"	23421	221	"ENSG00000142856"	23421	"1"
"455"	"ZFP14"	57677	221	"ENSG00000142065"	57677	"19"
"456"	"WDYHV1"	55093	221	NA	NA	NA
"457"	"CTSW"	1521	221	"ENSG00000172543"	1521	"11"
"458"	"MBL1P"	8512	221	"ENSG00000242600"	8512	"10"
"459"	"CDC7"	8317	221	"ENSG00000097046"	8317	"1"
"460"	"ETAA1"	54465	220	"ENSG00000143971"	54465	"2"
"461"	"PACRG"	135138	220	"ENSG00000112530"	135138	"6"
"462"	"CTSH"	1512	219	"ENSG00000103811"	1512	"15"
"463"	"TP53INP2"	58476	219	"ENSG00000078804"	58476	"20"
"464"	"TMEM194B"	100131211	219	NA	NA	NA
"465"	"LRRIQ3"	127255	218	"ENSG00000162620"	127255	"1"
"466"	"C2orf28"	51374	218	NA	NA	NA
"467"	"C12orf47"	51275	218	NA	NA	NA
"468"	"ZNF98"	148198	218	"ENSG00000197360"	148198	"19"
"469"	"TAF1B"	9014	218	"ENSG00000115750"	9014	"2"
"470"	"ATP6V1E2"	90423	216	"ENSG00000250565"	90423	"2"
"471"	"C16orf75"	116028	216	NA	NA	NA
"472"	"LOC441208"	441208	216	NA	NA	NA
"473"	"C6orf127"	340204	216	NA	NA	NA
"474"	"TAPBPL"	55080	215	"ENSG00000139192"	55080	"12"
"475"	"LOC151174"	151174	215	NA	NA	NA
"476"	"TIPIN"	54962	215	"ENSG00000075131"	54962	"15"
"477"	"LOC654433"	654433	215	NA	NA	NA
"478"	"HTR1F"	3355	215	"ENSG00000179097"	3355	"3"
"479"	"C17orf57"	124989	215	NA	NA	NA
"480"	"SBDSP1"	155370	214	"ENSG00000225648"	NA	"7"
"481"	"MTHFS"	10588	214	"ENSG00000136371"	10588	"15"
"482"	"NME6"	10201	213	"ENSG00000172113"	10201	"3"
"483"	"EIF3CL"	728689	213	"ENSG00000205609"	728689	"16"
"484"	"KCTD10"	83892	212	"ENSG00000110906"	83892	"12"
"485"	"TMEM163"	81615	212	"ENSG00000152128"	81615	"2"
"486"	"CENPP"	401541	212	"ENSG00000188312"	401541	"9"
"487"	"MED19"	219541	211	"ENSG00000156603"	219541	"11"
"488"	"SERPIND1"	3053	211	"ENSG00000099937"	3053	"22"
"489"	"WRB"	7485	211	NA	NA	NA
"490"	"LOC647946"	647946	211	NA	NA	NA
"491"	"AP4E1"	23431	210	"ENSG00000081014"	23431	"15"
"492"	"CLEC2D"	29121	210	"ENSG00000069493"	29121	"12"
"493"	"TMEM60"	85025	210	"ENSG00000135211"	85025	"7"
"494"	"RAB33B"	83452	210	"ENSG00000172007"	83452	"4"
"495"	"NDUFV3"	4731	209	"ENSG00000160194"	4731	"21"
"496"	"DEPDC7"	91614	209	"ENSG00000121690"	91614	"11"
"497"	"TRAF1"	7185	208	"ENSG00000056558"	7185	"9"
"498"	"OR2A9P"	441295	208	"ENSG00000228960"	NA	"7"
"499"	"WBSCR27"	155368	208	NA	NA	NA
"500"	"SERINC2"	347735	208	"ENSG00000168528"	347735	"1"
"501"	"KLRC2"	3822	207	"ENSG00000205809"	3822	"12"
"502"	"MMACHC"	25974	207	"ENSG00000132763"	25974	"1"
"503"	"EIF3C"	8663	207	"ENSG00000184110"	8663	"16"
"504"	"DKKL1"	27120	206	"ENSG00000104901"	27120	"19"
"505"	"CEBPZ"	10153	206	"ENSG00000115816"	10153	"2"
"506"	"PENK"	5179	206	"ENSG00000181195"	5179	"8"
"507"	"ZNF184"	7738	206	"ENSG00000096654"	7738	"6"
"508"	"CHST13"	166012	206	"ENSG00000180767"	166012	"3"
"509"	"CPS1"	1373	205	"ENSG00000021826"	1373	"2"
"510"	"FUT10"	84750	205	"ENSG00000172728"	84750	"8"
"511"	"POLR1B"	84172	205	"ENSG00000125630"	84172	"2"
"512"	"CRIPT"	9419	205	"ENSG00000119878"	9419	"2"
"513"	"KIAA0090"	23065	204	NA	NA	NA
"514"	"DCTN5"	84516	204	"ENSG00000166847"	84516	"16"
"515"	"RPAP2"	79871	204	"ENSG00000122484"	79871	"1"
"516"	"CCDC155"	147872	203	NA	NA	NA
"517"	"OR56A3"	390083	203	"ENSG00000184478"	390083	"11"
"518"	"FABP3"	2170	203	"ENSG00000121769"	2170	"1"
"519"	"CLEC12A"	160364	203	"ENSG00000172322"	160364	"12"
"520"	"C18orf10"	25941	202	NA	NA	NA
"521"	"CCDC18"	343099	202	"ENSG00000122483"	343099	"1"
"522"	"LOC650623"	650623	201	NA	NA	NA
"523"	"RPSA"	3921	201	"ENSG00000168028"	3921	"3"
"524"	"C15orf51"	196968	200	NA	NA	NA
"525"	"SLMO1"	10650	200	NA	NA	NA
"526"	"OR13A1"	79290	200	"ENSG00000256574"	79290	"10"
"527"	"CAT"	847	200	"ENSG00000121691"	847	"11"
"528"	"PCBP3"	54039	199	"ENSG00000183570"	54039	"21"
"529"	"OAS1"	4938	199	"ENSG00000089127"	4938	"12"
"530"	"ZP3"	7784	199	"ENSG00000188372"	7784	"7"
"531"	"STAC"	6769	199	"ENSG00000144681"	6769	"3"
"532"	"C2orf27A"	29798	198	"ENSG00000287151"	NA	"2"
"533"	"PCNX"	22990	198	NA	NA	NA
"534"	"LRRC69"	100130742	198	"ENSG00000214954"	100130742	"8"
"535"	"CCDC111"	201973	197	NA	NA	NA
"536"	"ZNF79"	7633	197	"ENSG00000196152"	7633	"9"
"537"	"POLR1E"	64425	197	"ENSG00000137054"	64425	"9"
"538"	"MED21"	9412	197	"ENSG00000152944"	9412	"12"
"539"	"ANO7"	50636	197	"ENSG00000146205"	50636	"2"
"540"	"NRBP1"	29959	197	"ENSG00000115216"	29959	"2"
"541"	"LDHC"	3948	197	"ENSG00000166796"	3948	"11"
"542"	"OR2A1"	346528	196	"ENSG00000221970"	346528	"7"
"543"	"FAM149B1"	317662	196	"ENSG00000138286"	317662	"10"
"544"	"HSPA4"	3308	196	"ENSG00000170606"	3308	"5"
"545"	"RRP12"	23223	196	"ENSG00000052749"	23223	"10"
"546"	"GATC"	283459	195	"ENSG00000257218"	283459	"12"
"547"	"COQ5"	84274	194	"ENSG00000110871"	84274	"12"
"548"	"OPA1"	4976	194	"ENSG00000198836"	4976	"3"
"549"	"TACR2"	6865	194	"ENSG00000075073"	6865	"10"
"550"	"LCT"	3938	194	"ENSG00000115850"	3938	"2"
"551"	"C2orf3"	6936	193	NA	NA	NA
"552"	"TPRKB"	51002	193	"ENSG00000144034"	51002	"2"
"553"	"C2orf82"	389084	192	NA	NA	NA
"554"	"MDGA1"	266727	192	"ENSG00000112139"	266727	"6"
"555"	"PET112L"	5188	192	NA	NA	NA
"556"	"GPR113"	165082	192	NA	NA	NA
"557"	"LOC284900"	284900	192	NA	NA	NA
"558"	"C9orf5"	23731	191	NA	NA	NA
"559"	"CCDC90B"	60492	191	"ENSG00000137500"	60492	"11"
"560"	"KLRC1"	3821	190	"ENSG00000134545"	3821	"12"
"561"	"LOC284551"	284551	190	NA	NA	NA
"562"	"KLRG1"	10219	190	"ENSG00000139187"	10219	"12"
"563"	"SUCLA2"	8803	190	"ENSG00000136143"	8803	"13"
"564"	"SIGLEC11"	114132	190	"ENSG00000161640"	114132	"19"
"565"	"PLOD2"	5352	189	"ENSG00000152952"	5352	"3"
"566"	"CRISP3"	10321	189	"ENSG00000096006"	10321	"6"
"567"	"MRPL42P5"	359821	189	NA	NA	NA
"568"	"C2orf73"	129852	189	"ENSG00000177994"	129852	"2"
"569"	"GFM1"	85476	189	"ENSG00000168827"	85476	"3"
"570"	"C1orf84"	149469	189	NA	NA	NA
"571"	"FAM82A1"	151393	189	NA	NA	NA
"572"	"PRIM2"	5558	188	"ENSG00000146143"	5558	"6"
"573"	"NUP210L"	91181	188	"ENSG00000143552"	91181	"1"
"574"	"ARHGEF19"	128272	188	"ENSG00000142632"	128272	"1"
"575"	"NDUFS2"	4720	188	"ENSG00000158864"	4720	"1"
"576"	"CDC25A"	993	187	"ENSG00000164045"	993	"3"
"577"	"C10orf4"	118924	187	NA	NA	NA
"578"	"IPO8"	10526	187	"ENSG00000133704"	10526	"12"
"579"	"GOLT1B"	51026	187	"ENSG00000111711"	51026	"12"
"580"	"HARS2"	23438	187	"ENSG00000112855"	23438	"5"
"581"	"PDPK1"	5170	187	"ENSG00000140992"	5170	"16"
"582"	"SLC9A8"	23315	186	"ENSG00000197818"	23315	"20"
"583"	"PEX6"	5190	186	"ENSG00000124587"	5190	"6"
"584"	"RINT1"	60561	186	"ENSG00000135249"	60561	"7"
"585"	"VWA2"	340706	186	"ENSG00000165816"	340706	"10"
"586"	"MRPL21"	219927	186	"ENSG00000197345"	219927	"11"
"587"	"ACTN3"	89	185	"ENSG00000248746"	89	"11"
"588"	"C12orf32"	83695	185	NA	NA	NA
"589"	"SIGLEC16"	400709	185	"ENSG00000161643"	400709	"19"
"590"	"TMEM156"	80008	184	"ENSG00000121895"	80008	"4"
"591"	"TG"	7038	184	"ENSG00000042832"	7038	"8"
"592"	"NIPAL4"	348938	184	"ENSG00000172548"	348938	"5"
"593"	"SLC4A7"	9497	184	"ENSG00000033867"	9497	"3"
"594"	"SCGN"	10590	183	"ENSG00000079689"	10590	"6"
"595"	"SH3BGR"	6450	183	"ENSG00000185437"	6450	"21"
"596"	"RNASET2"	8635	183	"ENSG00000026297"	8635	"6"
"597"	"PAX8"	7849	183	"ENSG00000125618"	7849	"2"
"598"	"SLC5A11"	115584	183	"ENSG00000158865"	115584	"16"
"599"	"C3orf15"	89876	183	NA	NA	NA
"600"	"NDUFA10"	4705	183	"ENSG00000130414"	4705	"2"
"601"	"SNX16"	64089	183	"ENSG00000104497"	64089	"8"
"602"	"PNPT1"	87178	183	"ENSG00000138035"	87178	"2"
"603"	"TMEM115"	11070	183	"ENSG00000126062"	11070	"3"
