Gene_symbol	BTN3A2	TYW1B	ZFP57	CCAR2	CNOT7	XPO7	ERI1	BIN3	INTS10	MCPH1	TNKS	VPS37A	CHMP7	R3HCC1	MTMR9	FDFT1	FAM160B2	INTS9	REEP4	CCDC25	NEIL2	PCM1	ENTPD4	ATP6V1B2	POLR3D	PPP2R2A	LONRF1	DCTN6	ZNF117	WRN	TRIM35	ERICH1	MED4	KCTD9	FBXO25	SARAF	CDCA2	LEPROTL1	AGPAT5	BORA	DIS3	SUCLA2	PBK	RNF219	GPALPP1	CDC16	ELP3	ESCO2	GTF2E2	NUFIP1	ARHGEF7	COG3	NDFIP2	UCHL3	TMPPE	MAK16	ZC3H13	TUBGCP3	PROSER1	TFDP1	RBM26	SLC39A14	UTP14C	KPNA3	CUL4A	UFM1	PPP2CB	MRPS31	PPP3CC	PCID2	NUDT15	CLN8	SLC25A37	GTF2F2	NAXD	SUGT1	CHAMP1	STK24	C8orf58	DLAT	TTI2	KBTBD7	UBAC2	PIBF1	WBP4	COG6	PCDH17	VPS36	NBPF14	TIMM8B	TPP2	AASDHPPT	IPO5	XAGE3	HDAC2	COMMD6	TNFRSF10B	SORBS3	TCP1	ZW10	CUL5	ARGLU1	NKAPD1	ASAH1	ATP5MG	ALG9	SUPT20H	EXTL3	KBTBD6	LYRM2	BNIP3L	EXOC1	CARS2	RNF214	OR2A4	TNFRSF10A	NARS	TXNL1	PHF11	HMBOX1	ORC3	ZNF202	PSMB1	SPRYD7	NPAT	AKAP11	SYNCRIP	UPF3A	EXOSC8	ATG5	SNX14	ZNF395	MTRF1	MRPL18	TGDS	EI24	TBP	TRIM13	CDC40	ABHD13	DDX10	SRPRA	DNAJC3	TM9SF2	SZRD1	URB1	BUD13	CEP164	ERCC5	ZNF596	ZNF90	SDHD	RARS2	CCNC	NAA16	SAP18	DHRS12	MRE11	ALG5	CWC15	ANKRD10	SLC25A15	INTS6	PCMT1	PPP1R3B	FBXL3	ANKRD49	RNGTT	HYLS1	CKAP2	MZT1	PNISR	USP45	LAMP1	TIRAP	NUDT18	TIMM21	FAM120B	FNDC3A	ANKRD54	ESD	ARCN1	TXNL4A	CASP8AP2	PDCD2	UBXN8	SF3B5	UBE4A	CEP57	UFL1	PHF5A	XRCC6	VTA1	HSF2	HMBS	ADSL	RNASEH2B	PAFAH1B2	ZUP1	RHOBTB2	TPT1	TOMM22	RPUSD4	GTF3A	FOXRED1	ZPR1	ARHGEF10	UQCR10	NFRKB	CWF19L2	STT3A	RNF26	MED17	GGA1	CEP295	DCUN1D2	AKIRIN2	PUS3	TXN2	SEC63	RELCH	NDUFAF4	USP28	VPS4B	L3MBTL2	EIF4ENIF1	ZBTB24	TSPYL1	GNRH1	FBXO16	KARS	QRSL1	SNX3	DRG1	GTF2H5	NUP58	GALNT6	DYNLT1	VPS26B	LIG4	TDRD3	EED	HINFP	FIG4	LTV1	SMAD2	CLN5	CHEK1	COX7A2	CTDP1	PITPNB	FGFR1OP	MTMR6	PTS	MRPL40	SFI1	FDXACB1	NCAPD3	NEK3	SNX19	SLC37A4	SENP6	DCPS	PQLC1	CEP57L1	TMX3	DEFB1	UBE2L3	WTAP	TREX1	PRR14L	TRAPPC11	ASCC2	DDX19A	SMIM8	RNF185	SERINC1	BIRC2	TBCEL	RNF6	ZBTB44	EBPL	DPAGT1	NUP50	Cancer
Gene_ensembl_id	ENSG00000186470	ENSG00000277149	ENSG00000204644	ENSG00000158941	ENSG00000198791	ENSG00000130227	ENSG00000104626	ENSG00000147439	ENSG00000104613	ENSG00000147316	ENSG00000173273	ENSG00000155975	ENSG00000147457	ENSG00000104679	ENSG00000104643	ENSG00000079459	ENSG00000158863	ENSG00000104299	ENSG00000168476	ENSG00000147419	ENSG00000154328	ENSG00000078674	ENSG00000197217	ENSG00000147416	ENSG00000168495	ENSG00000221914	ENSG00000154359	ENSG00000104671	ENSG00000152926	ENSG00000165392	ENSG00000104228	ENSG00000104714	ENSG00000136146	ENSG00000104756	ENSG00000147364	ENSG00000133872	ENSG00000184661	ENSG00000104660	ENSG00000155189	ENSG00000136122	ENSG00000083520	ENSG00000136143	ENSG00000168078	ENSG00000152193	ENSG00000133114	ENSG00000130177	ENSG00000134014	ENSG00000171320	ENSG00000197265	ENSG00000083635	ENSG00000102606	ENSG00000136152	ENSG00000102471	ENSG00000118939	ENSG00000188167	ENSG00000198042	ENSG00000123200	ENSG00000126216	ENSG00000120685	ENSG00000198176	ENSG00000139746	ENSG00000104635	ENSG00000253797	ENSG00000102753	ENSG00000139842	ENSG00000120686	ENSG00000104695	ENSG00000102738	ENSG00000120910	ENSG00000126226	ENSG00000136159	ENSG00000182372	ENSG00000147454	ENSG00000188342	ENSG00000213995	ENSG00000165416	ENSG00000198824	ENSG00000102572	ENSG00000241852	ENSG00000150768	ENSG00000129696	ENSG00000120696	ENSG00000134882	ENSG00000083535	ENSG00000120688	ENSG00000133103	ENSG00000118946	ENSG00000136100	ENSG00000270629	ENSG00000150779	ENSG00000134900	ENSG00000149313	ENSG00000065150	ENSG00000171402	ENSG00000196591	ENSG00000188243	ENSG00000120889	ENSG00000120896	ENSG00000120438	ENSG00000086827	ENSG00000166266	ENSG00000134884	ENSG00000150776	ENSG00000104763	ENSG00000167283	ENSG00000086848	ENSG00000102710	ENSG00000012232	ENSG00000165572	ENSG00000083099	ENSG00000104765	ENSG00000090989	ENSG00000134905	ENSG00000167257	ENSG00000180658	ENSG00000104689	ENSG00000134440	ENSG00000091164	ENSG00000136147	ENSG00000147421	ENSG00000135336	ENSG00000166261	ENSG00000008018	ENSG00000123178	ENSG00000149308	ENSG00000023516	ENSG00000135316	ENSG00000169062	ENSG00000120699	ENSG00000057663	ENSG00000135317	ENSG00000186918	ENSG00000120662	ENSG00000112110	ENSG00000088451	ENSG00000149547	ENSG00000112592	ENSG00000204977	ENSG00000168438	ENSG00000139826	ENSG00000178105	ENSG00000182934	ENSG00000102580	ENSG00000125304	ENSG00000055070	ENSG00000142207	ENSG00000137656	ENSG00000110274	ENSG00000134899	ENSG00000172748	ENSG00000213988	ENSG00000204370	ENSG00000146282	ENSG00000112237	ENSG00000172766	ENSG00000150459	ENSG00000102796	ENSG00000020922	ENSG00000120697	ENSG00000150316	ENSG00000088448	ENSG00000102743	ENSG00000102786	ENSG00000120265	ENSG00000173281	ENSG00000005812	ENSG00000168876	ENSG00000111880	ENSG00000198331	ENSG00000136108	ENSG00000204899	ENSG00000132424	ENSG00000123552	ENSG00000185896	ENSG00000150455	ENSG00000275074	ENSG00000075336	ENSG00000112584	ENSG00000102531	ENSG00000100124	ENSG00000139684	ENSG00000095139	ENSG00000141759	ENSG00000118412	ENSG00000071994	ENSG00000104691	ENSG00000169976	ENSG00000110344	ENSG00000166037	ENSG00000014123	ENSG00000100410	ENSG00000196419	ENSG00000009844	ENSG00000025156	ENSG00000256269	ENSG00000239900	ENSG00000136104	ENSG00000168092	ENSG00000153975	ENSG00000008853	ENSG00000133112	ENSG00000100216	ENSG00000165526	ENSG00000122034	ENSG00000110074	ENSG00000109917	ENSG00000104728	ENSG00000184076	ENSG00000170322	ENSG00000152404	ENSG00000134910	ENSG00000173456	ENSG00000042429	ENSG00000100083	ENSG00000166004	ENSG00000150401	ENSG00000135334	ENSG00000110060	ENSG00000100348	ENSG00000025796	ENSG00000134444	ENSG00000123545	ENSG00000048028	ENSG00000119541	ENSG00000100395	ENSG00000184708	ENSG00000112365	ENSG00000189241	ENSG00000147437	ENSG00000214050	ENSG00000065427	ENSG00000130348	ENSG00000112335	ENSG00000185721	ENSG00000272047	ENSG00000139496	ENSG00000139629	ENSG00000146425	ENSG00000151502	ENSG00000174405	ENSG00000083544	ENSG00000074266	ENSG00000172273	ENSG00000112367	ENSG00000135521	ENSG00000175387	ENSG00000102805	ENSG00000149554	ENSG00000112695	ENSG00000060069	ENSG00000180957	ENSG00000213066	ENSG00000139505	ENSG00000150787	ENSG00000185608	ENSG00000198089	ENSG00000255561	ENSG00000151503	ENSG00000136098	ENSG00000120451	ENSG00000137700	ENSG00000112701	ENSG00000110063	ENSG00000122490	ENSG00000183137	ENSG00000166479	ENSG00000164825	ENSG00000185651	ENSG00000146457	ENSG00000213689	ENSG00000183530	ENSG00000168538	ENSG00000100325	ENSG00000168872	ENSG00000111850	ENSG00000138942	ENSG00000111897	ENSG00000110330	ENSG00000154114	ENSG00000127870	ENSG00000196323	ENSG00000123179	ENSG00000172269	ENSG00000093000	Cancer
TCGA-BH-A1FN	4.985915358	0.7673027	0.681195465354	6.88325314433	10.0865607923	15.1087784498	3.08985437557	1.10564297108	5.6328015422	2.35466396106	4.87544956354	6.40385066034	6.95104014742	6.55945607584	2.84970539147	11.4078835361	3.36813918291	2.93397665232	11.1116027126	9.2482998756	5.02332905504	9.62751541914	5.340217282	10.4279475833	4.9730845707	12.50235	4.38542773543	12.9861125851	7.12021615026	3.11397715486	2.72218949638	0.627523266609	12.9225673092	6.5616677137	2.43958537561	65.7563748421	3.78045516145	6.40203491785	14.3763656132	5.66388799068	16.0341346358	9.23668297193	9.22700011957	11.5191479145	2.3389653853	35.7536131481	5.19788207358	1.27676649631	10.2062162664	2.70230643257	9.16892284517	5.84747008997	15.0204625109	9.00854803106	0.641683010281	4.642766964	5.70000189593	8.34838354746	5.78813065563	66.3119196485	14.9230220422	23.8579884113	4.851321	13.4453686807	30.7239684564	18.1527793506	17.6390801516	5.03655875088	3.70565489032	15.7970654445	7.68603478341	1.67709376487	9.8411780381	5.99906072253	24.3012465327	3.42846178046	19.6974246088	11.0508933576	1.819634	13.6452184263	2.44310457024	3.25403826217	27.9572254233	11.7928735394	4.70518902118	3.74283854973	1.66354102783	4.08786535609	1.198934	17.8471234578	18.1218311066	6.68028347443	36.5893668349	0.0	26.8665771756	46.3332294314	8.2348398539	7.84572577414	93.9921087172	13.3231367104	9.17289858101	28.16553278	6.90707527142	20.8404046214	28.3881137318	1.14391583946	3.41126761626	3.08007844935	3.44040242013	7.29174443117	55.0824500575	11.8651018344	4.43537498661	3.74844085876	0.0	4.92249532365	84.1590938582	9.26928402027	5.51752631937	2.2066461487	26.1904791632	1.49424231588	109.342449672	3.37146258647	3.99370194103	6.20699856777	53.7438666813	5.40403630588	4.50427401553	22.7150777889	17.4909106388	25.9001561367	1.21372653113	45.435840433	9.49916420424	19.0463188768	14.2333290775	3.34197063405	11.8932226781	5.93200568175	3.85426591094	20.4567760364	36.1687322352	158.455374441	30.382737303	4.32702704048	8.83010001678	2.32416130326	5.32814422526	0.828083802298	0.112046617302	21.6865803538	30.8927712931	28.9164234718	1.82335960233	37.9733112675	1.71226303002	5.42164859068	10.3573666401	18.7650864534	31.7658421696	3.35920272252	1.72779494461	44.0804923518	5.65373729442	19.1790995394	4.11976281908	13.5879543634	1.39679054166	10.6638464432	42.1430770222	13.9707082276	3.39317127117	82.0054139245	1.07871780934	1.295364	4.30708229595	11.5763353575	6.14671324151	3.51849352004	20.0116378638	60.0803511552	15.124751115	9.25275233761	11.3128500405	2.32424459614	82.9358390161	9.76747984511	10.7421321579	18.2542675734	20.2236432519	95.5788315278	14.6069475442	13.4194692172	4.279432	9.965066	1.05482177028	22.042664154	8.05545992988	1.58471038692	241.445570062	29.3877667969	2.25048224141	29.9209271908	1.0868541685	7.32764905624	2.98003303103	60.5189636958	3.13201689635	4.79231611258	17.0635023121	12.5495829676	4.45075623274	4.12975918384	1.90939472486	12.8153125177	33.5961608662	2.95803069676	24.2351914104	54.5553766141	6.61339665974	10.2232833463	9.9591790394	25.1362498943	5.96287398738	4.83446898774	7.43911173248	42.1107638343	1.0608817914	0.963905567271	38.7212436587	8.56580259326	158.578811024	29.1935791021	5.087704	12.7949560765	26.3653605605	40.330741058	4.41881578571	7.49514481727	5.52292477249	4.05423181415	1.94852439366	18.6465909273	14.6931515666	6.91073994105	5.31325271354	2.75764869966	82.1994854811	1.97118937025	18.8109864326	2.05320492429	7.62273747566	7.05141938533	14.3380325532	1.62981165093	0.6976487	2.1004130531	1.30742036031	4.7186580094	3.85186057907	12.6300411658	2.15001146326	7.59907664055	5.8579372108	8.40164768249	2.26156017516	24.4049969132	21.2040823939	0.0	5.72140826767	6.96346419452	8.9569850715	5.1682571896	1.01164686713	10.8980694196	168.231834565	19.6937752908	3.31083389176	11.5311754174	2.84982994503	13.8431354744	10.8853288709	11.666816983	1
TCGA-E9-A1NG	8.83950280278	3.4933	0.251025795349	14.6415119081	8.75678770996	13.8182482891	2.91997988146	2.80684820444	7.19453910952	2.35420324477	4.88510916802	6.13457193177	17.7336774205	12.8272388881	2.79468254996	15.7221367158	5.25152608623	4.86328479756	9.07548791964	11.2381994386	7.47163558933	13.1109711791	8.70953006085	19.101497444	4.48820386379	10.61476	2.96938901725	15.00105638	1.43376675583	3.6758585913	4.06527146197	1.18100269597	19.987233738	7.27065569103	2.81714761102	113.87993558	0.777729075451	11.2521349088	5.3062289174	1.27902220746	5.4439074556	13.4865640272	3.03866633361	3.94088933474	2.33853148936	18.6349075533	8.595045309	0.750862721329	14.3134533367	3.25544541637	5.06932069748	6.76680080529	7.4488838727	4.35818126859	0.295262442002	5.12612852329	11.2129718328	3.73675378489	5.81157086813	19.1646110795	5.73248816836	18.5155412011	8.655011	17.8128128263	14.7191274941	20.8561103627	23.7189102641	7.04331096058	6.46297810269	5.78732815417	6.98008306715	1.37073410365	3.24615498972	7.47126522143	13.3099348952	3.80992057388	7.70013785016	5.93865404478	3.589831	6.88238740268	2.87643379494	2.98501788997	18.7313941986	7.23921350232	6.69659270862	4.92239035849	2.59324222837	9.19426062625	0.7753715	12.9430246419	10.2344190283	5.18593648263	12.6390735535	0.0	8.2232843894	25.9288024186	10.6142005349	19.4178304363	37.0911794471	6.46877423304	5.13260580547	9.12041453952	5.1578021384	58.2485023649	21.4946109892	0.607543658189	4.51658436546	2.90717390929	3.18136276189	4.80119434106	58.5867427341	10.0323214214	3.38369730917	2.82414947975	0.0	5.83189162781	44.4565876502	8.03909597493	7.46067594325	1.90003216236	8.11416166597	2.07158296484	57.8320161907	5.25509139206	2.97587637146	8.65312925047	27.7693031826	3.82048591065	4.16108103519	11.9059220916	11.4592747768	8.2824623814	1.66822860826	31.7213560867	5.15319782837	26.5108435735	6.5206081829	4.56764576173	4.45661863474	5.17127728007	2.9732888582	37.2083270568	26.9220076137	71.2736200386	22.7808885444	3.17197154658	6.75246731695	1.83855338552	4.08333886278	0.588846699927	0.36919342421	18.4067606768	18.4359050494	10.6971122337	2.35474629039	30.7549003039	3.2697601409	3.14005401053	14.170918781	13.4436636268	13.6505042763	2.52118327655	1.97137007362	28.9305391501	15.5583819743	11.8327649329	2.50759777393	5.31007559915	1.46096118698	7.42510515199	7.37708617416	5.00635793271	1.15215312176	78.1054473861	1.90528017732	4.203483	3.15293139021	8.93456607549	13.9727138491	3.14640456115	25.4830814331	54.2456355737	7.86276261744	3.80665196803	6.03827482508	3.00203609412	62.426571628	6.78679841264	3.99299413587	11.893570323	11.9215860941	65.9311855228	7.56071818533	5.36620377402	2.208911	6.338085	3.0966824246	17.6006491988	3.46769490104	4.07120330655	350.428444909	19.3427962794	3.99910965065	35.342220838	2.38401287876	4.32376556748	4.13668863851	38.3926920654	3.2317211759	5.54441627026	19.1852994084	10.7638785475	2.55380823767	3.09099081216	1.13074870808	2.0223562011	19.7723388566	4.92257898947	20.1854157713	18.0836069057	4.80700244375	3.98348818805	3.72935588196	20.1432099729	4.2770300257	4.02897488384	3.67378008171	39.3179943796	0.328562264403	0.934137440411	23.7189697528	4.44693465776	97.1306559191	17.3605781003	4.32132	5.00441696315	37.4002543063	23.3210788906	7.59652053299	3.76997572537	7.94195625894	3.1449546895	1.0768327883	8.98162768666	12.6160260274	3.53845951426	3.29713992256	1.19175214751	36.9325229377	3.36077725896	11.4797188301	0.779429240162	8.92947252648	4.90986347036	9.59521137238	0.950006306255	0.6261912	1.75547828319	1.87567227569	8.11202394239	2.00573100335	8.42310374238	3.03814055005	6.67062572626	1.39511256267	9.46707497822	3.33064529742	18.2688689477	14.9222805462	0.0	2.64507811694	10.2988782959	8.76027979313	4.33210897197	0.660202271524	10.0885044585	114.977525559	16.8387171894	3.78978829116	9.77766678662	3.04120066515	17.0695663246	6.26722053781	5.6944855504	1
TCGA-AC-A23H	1.44310843496	2.611814	14.3694991879	6.02007120619	3.4843471384	7.09556678906	1.97146256486	0.729318322958	3.72625150144	0.946755114902	1.32479972121	2.70836736955	6.36824523191	4.38952542376	1.19276638486	18.8061792913	2.48146127279	4.18787694519	7.45061048566	10.4746447539	3.74260121853	5.54281222666	3.13042415734	9.90579663746	2.60564291507	4.456433	1.95441643417	5.49778731667	1.52722294351	1.70515206383	1.91075083895	0.555868869697	18.6180817081	3.12545613038	1.58859213525	48.915325508	1.40768408639	3.62928381179	2.41547925283	2.24768203946	7.27576266138	13.5163491064	9.31902591712	4.16976797375	1.95336453093	15.0607654726	10.5784171361	2.76502785862	5.38860137505	3.02271321788	4.87623331654	7.23888650072	11.6594136267	5.03584089316	0.502225023048	2.31515807621	12.3578638332	5.12513383636	6.76287289241	23.4088549295	6.07881450953	6.43919279884	8.75629	11.6115407667	29.2400047716	23.9920358189	8.51814800461	5.46713794498	1.93969570362	5.34353226606	18.8263790157	1.36817995341	1.9359270428	5.91190258703	24.1631427019	3.14745001133	11.610424022	6.6341079671	0.8823523	10.0803301839	1.22596721517	1.55991872454	14.3858353915	5.2854835535	6.13177415887	6.02513694605	1.71691887693	6.36943198475	0.4920703	27.1228938183	6.90334743693	12.25247904	23.6249786204	0.0	9.06973356447	16.3140467893	3.70925833626	5.12702130336	48.321940302	8.14710468299	7.42808623316	9.95782509555	5.35636046053	27.4027863668	30.0003246826	0.635808639166	3.20991948065	2.2825614823	2.96745902544	6.79286709303	20.2256401678	10.2402931362	3.36413943259	3.17641444796	0.0	2.28661925237	37.3125561865	5.91380710365	2.27556468608	1.2254892492	11.5737332995	2.07700121866	76.5360968086	3.89456080441	4.0681851222	8.15448205727	26.46055626	2.84987680601	4.83389114076	12.7408812883	11.4138929486	8.26634864559	1.31582534424	42.6203621971	5.03997009082	41.8833580101	6.54886101081	3.36397911149	5.51245028815	4.77467646203	3.53438911161	51.3703271499	36.7185504787	81.9720884378	27.0853802753	5.15936142048	9.24300525763	1.08961136645	2.67746189535	0.384981132442	0.825123740577	23.0600867213	12.0324585691	11.1313055614	2.70211293241	40.809075877	4.13990432459	4.2240776744	8.91175893733	16.1438465083	7.76821064242	4.5141500233	1.77626008803	33.1233920593	8.5225966651	22.2514089121	3.10500837058	5.77438684837	4.44582491294	12.2624883513	10.1432147774	5.29527703853	2.00950098145	122.002738377	3.78836687178	1.805615	2.28432168662	10.9899900125	7.90142498138	8.67587485565	18.9243381732	110.09841966	7.45745544525	3.68636194976	8.35461021389	2.19863513861	63.9755138585	11.2276463798	4.90778099022	13.9886506399	31.2468864972	216.587047451	10.1297171675	5.74689146828	3.892345	13.5811	1.88638264967	16.3097639717	4.4842986333	1.43941162102	294.766970135	59.0663575477	4.50665292365	31.2083966093	4.96052499901	8.0352059903	1.35975367874	138.625144274	6.14928968107	4.82057483725	34.2167699247	12.1107344438	3.4009774307	7.07790042588	2.56868741839	2.97435207776	17.0542083783	4.8941163044	70.7234827379	19.588627181	2.95029953254	4.17163938395	4.89253207949	13.2515101453	12.1866518707	9.04212591979	3.41507667143	46.2592530755	0.0692102356346	0.736848550986	38.0528450487	3.80925792415	86.6835782517	55.9755950338	4.529891	7.48997777265	98.1002248012	34.8095906328	10.3729426335	3.68164867777	4.06256160665	2.89111883119	0.942261190962	8.54031357541	9.85241824326	2.32015529132	7.6342016139	2.69013016528	47.9460809177	2.1343488769	23.971753231	0.792842257346	7.02227535307	7.25976307457	28.9959383639	3.03630077938	0.7326293	3.12059304928	1.5827161142	12.9032507683	6.8428155248	8.02376685004	6.2332434056	2.75405078511	1.59261016104	4.34155094213	6.37805623369	54.9195141505	15.3766122966	0.0	12.3197970344	9.04249653529	20.2922156124	5.45672474367	0.607101593754	19.1828115823	111.577656564	12.9967109876	5.4257209768	10.2979851495	4.55172813414	12.1858103014	11.2581604623	14.7454948482	1
TCGA-A7-A0DC	3.62218962428	1.623328	0.0	5.93580658052	4.98911445509	11.2432050664	1.43229804245	3.06306403012	5.26936236284	3.50557958071	8.53599092108	5.63585541699	5.66396199036	3.26779694022	2.51554581325	14.3501076583	5.92977881125	3.63908508939	2.13948368254	6.51367382082	6.21765602426	22.5134187321	10.583160171	5.88556467877	6.09729971424	8.884857	3.75999674095	7.27521505256	3.61747046932	5.69104938027	3.21336015496	4.3502394927	8.3875835591	5.93275945189	8.27965034053	35.5977169642	0.451109149032	3.89229347872	5.61032092266	1.39931893724	5.97949652744	5.37646038445	0.585269843412	3.02856070732	4.02948920186	17.0316831632	6.24508935962	0.3316696139	4.26721875527	2.30337597495	15.2756826007	11.3278655035	2.52023737662	2.16896475691	3.27827593011	3.4446526129	19.2244020151	6.68420884039	7.37317553303	9.11568171264	9.90583904193	8.28518292103	8.35991	5.93522613453	13.7361703987	27.2692623839	7.53912169667	9.6488296587	7.58247334438	7.76560952209	4.88420262037	4.65946363091	5.21366201307	3.69916669594	19.5249491285	7.01140621604	4.86064430011	5.39193467779	2.009676	4.32203604406	1.12219010303	2.51368995401	11.8489654089	8.30326423539	7.43517480298	2.83293575925	2.30927275812	13.1399702104	1.145849	5.7643121687	14.5154240054	4.01849569405	11.0513811769	0.0	3.86258379347	2.62432007798	7.24160059552	8.53889799247	26.5343289218	5.7080309144	6.85582028309	15.1454858627	6.21277435825	25.1190251857	8.22628945502	1.73257327044	7.28643603564	2.67957384287	2.67053262093	5.03372760993	13.417970365	9.26265992858	8.30062397753	4.60976520595	0.295239575699	2.52029147795	22.5809971356	6.88524404439	11.027445151	17.2732508346	13.5601160156	3.50625242858	29.4017786391	2.82056333089	4.63606860358	16.4442074585	24.9708775437	8.97196856132	5.90376671546	7.01015115791	8.96354831502	10.4332460419	3.19850303985	15.7462109065	2.19175187216	12.6503436881	11.0021216212	7.404652406	6.11512364359	1.75451289253	3.66583498602	23.4407469776	25.1661981979	24.2488584946	19.8571533508	11.8441637457	6.07112594161	4.40231579358	4.20414958863	0.90029155518	4.08939420894	1.75661075569	19.157626236	13.6367498328	5.43686672813	19.6779263702	4.03224392765	4.02673144907	3.41498261452	7.21106071138	37.512585337	9.71677319731	3.84210054822	12.469556071	17.5499890718	9.66166300385	3.06238631475	4.13523984553	1.35938184631	2.53225562096	1.6295067108	33.3439122398	7.02759667815	30.2769188046	3.32912836177	1.19219	3.53314696845	36.5237260221	12.8532998008	4.23593451411	9.36283604502	32.0895661576	11.6481409935	8.75156441849	12.1055429226	1.62689212261	20.8283213049	12.1057654308	5.08168802432	14.6498540922	15.4345990847	52.293555584	4.75660960143	5.48470340416	1.439882	6.583224	4.68205121419	11.7566194419	4.02401759644	1.87546229193	143.485507739	20.6939630632	4.00740542081	30.3821297855	4.1097223681	3.53821389033	5.73276357663	18.7029274843	7.75719032428	11.5229508278	12.9534886635	4.23022060734	3.0222962547	9.73175061225	6.5796728038	16.1117249961	18.0791187421	3.28905700451	12.8457731252	21.2616641192	12.2544025916	5.14044647387	4.58535609319	11.5162729438	6.07195816632	10.7303862949	9.01391727802	34.3370727911	2.5638591349	1.80310212168	11.5604487617	7.10241490781	18.6928965884	21.3014305927	5.412699	6.61290757404	18.873801694	13.9550707035	6.65383385444	2.00927120403	6.17699772331	1.28777645259	2.00516778442	8.3281725279	10.5291671919	6.32177540111	2.04671028339	0.571246710603	16.0803571317	3.7074525567	12.5135184484	4.29932626219	3.87996606056	3.0098024042	6.11195503916	7.59355024619	0.4964614	4.2554926703	5.64844726441	14.8880061004	1.88804420029	20.9043432275	1.6764182256	4.99779293536	3.05779518388	6.70160976599	0.461018450422	18.6462023367	14.4107804218	0.0	21.212802256	19.3353869016	12.6438310742	3.62647541765	5.76797366786	16.6058257365	44.8531125675	6.56432493507	5.36006187974	10.3960109517	11.3212611971	6.72118798871	3.10934243144	17.5315872413	1
