Gene_symbol	TANK	RBCK1	CASC4	DUT	TMEM201	FBLN2	ABLIM3	MPRIP	MCF2L	EHBP1	COMMD5	GSN	GSPT1	PRMT2	INHBA	INSR	ISLR	LSP1	ATXN3	MYL6	SERPINA1	PPP2R1B	TMEM126B	ENY2	BMP1	SNRNP70	SOX15	DST	C12orf73	ZNF207	ADAMTS12	PCGF5	REPS1	CCND3	LRRFIP2	ZRANB2	H2AFV	CEP104	SLK	Cancer
Gene_ensembl_id	ENSG00000136560	ENSG00000125826	ENSG00000166734	ENSG00000128951	ENSG00000188807	ENSG00000163520	ENSG00000173210	ENSG00000133030	ENSG00000126217	ENSG00000115504	ENSG00000170619	ENSG00000148180	ENSG00000103342	ENSG00000160310	ENSG00000122641	ENSG00000171105	ENSG00000129009	ENSG00000130592	ENSG00000066427	ENSG00000092841	ENSG00000197249	ENSG00000137713	ENSG00000171204	ENSG00000120533	ENSG00000168487	ENSG00000104852	ENSG00000129194	ENSG00000151914	ENSG00000204954	ENSG00000010244	ENSG00000151388	ENSG00000180628	ENSG00000135597	ENSG00000112576	ENSG00000093167	ENSG00000132485	ENSG00000105968	ENSG00000116198	ENSG00000065613	Cancer
TCGA-BH-A0HA	5.52142224552	23.8546663173	24.5348934208	9.19348029488	2.93118879956	69.4938636838	2.70700409361	4.98539920574	2.77892716225	2.92693376675	12.0084214248	47.3070752967	13.9624084055	10.946791193	13.8869813163	17.8850641504	121.397909312	19.3769774734	0.869649781532	278.561895187	9.02098621933	4.40057352968	13.8428637523	9.20958071899	10.895573718	28.3141560914	0.26652835568	3.37684042663	2.95014045128	9.75311315744	6.87273955046	8.09073529068	2.04909947967	15.8433456582	5.36910762609	12.4642276711	31.5960788187	3.67024867494	9.74961947467	1
TCGA-BH-A203	11.4915634656	16.8325663932	18.1404558329	8.48271495733	2.20030038783	18.5643798194	2.70856631673	5.5651806438	2.44792361824	5.8187430378	3.16329781564	23.9125139617	18.6063416083	10.976859053	10.435832573	5.070832933	35.6476970698	10.3921429568	0.867376056592	109.191057912	11.3036484517	6.69278870808	16.6548068481	14.1925081234	3.93735991328	23.999920394	0.0904211698519	2.91263592397	2.13029083003	11.0782081292	4.13890826853	4.33558828822	5.24508598879	5.78244402852	6.10033677167	14.0495607638	29.216825105	6.04069771578	11.9814551367	1
TCGA-BH-A0H9	8.70352560903	29.0102385411	21.3015744044	16.9782438325	2.55412199076	14.4211630628	5.32532467396	5.99103409855	4.44100759002	4.66486637713	9.61501507805	18.0800552219	39.466144071	10.3618148582	6.1601201701	12.2969105189	33.3059037582	6.31236842273	0.875573536541	170.563153745	8.97357999308	8.46492943032	13.2444693769	7.32061297162	3.10133825842	33.0338948462	1.02573368772	3.8316211194	1.94879784615	11.3790238454	3.48739552079	7.16188594346	5.84993783766	22.6717319964	4.05482983313	10.4816987408	26.6718231605	5.44317730122	11.8041276789	1
TCGA-BH-A1FR	7.4005282919	21.5934290675	31.3293109877	19.8630115914	2.94273246082	11.8828676392	11.5091892143	8.87004473323	4.49971548792	4.26052345221	9.77229056796	28.8983452913	25.3136633009	12.2699858167	3.70777671191	11.5702250447	17.7872030368	5.41829688563	1.44176004652	138.980233831	230.676697822	3.17965333497	12.4974878512	6.14735792819	2.98269302851	31.4225776329	0.359948627254	3.14285396177	4.35437853247	10.1270048197	2.23456755692	5.23212588043	5.04332936015	13.3052571943	5.21347238048	21.0398010737	49.1776685457	8.01027371712	11.574375165	1
TCGA-BH-A0H7	5.29910319427	27.6077441247	20.2053863257	8.07983190537	2.53320961393	43.503211929	0.394599040257	5.53679268789	2.39146434929	2.69774577694	22.6276555828	35.5805633762	20.6636330363	10.6768185638	15.632148247	6.21868629854	181.040175274	7.93586617044	0.373223490469	215.478463008	31.6541967669	3.60715318928	7.5779857805	14.623281078	15.8592539871	20.3887722746	0.219204159441	2.42160568878	4.12858856299	11.080586136	9.04560020081	5.30318886404	2.33029042975	11.9584294092	2.95267920391	8.39985070703	28.4716837419	3.41910951818	10.3176588385	1
TCGA-E9-A1N6	5.79384163314	19.3242979724	20.6796780555	8.90029970187	3.16842581021	32.4063945938	2.22538368095	7.16909774812	2.65478168994	3.71941057495	14.7319747745	37.3222053928	23.8134429734	9.10798982246	24.748406947	5.82814846846	125.082951333	13.7028167571	0.416110267916	220.245312354	7.3309387105	10.3379767963	8.53909882695	12.2921971851	12.3983766691	28.8161851956	0.203254722792	1.92283543515	2.23243625558	9.1072646842	12.6571789282	4.95754892741	6.2412592158	9.12690541834	5.141788165	17.8281299834	23.1102802588	5.32630773147	12.763251255	1
TCGA-BH-A1EV	5.12030162459	13.0308288087	22.6164701768	13.7250356847	3.88981720225	38.3920393161	9.71964653976	5.85402110721	1.40191663785	4.33476839327	7.2853850593	22.0650528463	27.3874873908	12.4189540925	23.3030912078	10.9172060534	61.2918887076	7.80040675663	1.05005079148	181.894519166	4.49378803179	3.8713260201	5.74755566862	6.77415899622	3.58844661062	21.0730452003	0.142511205035	2.85839251654	1.10219570974	6.73631265036	7.98697195155	3.83988627329	4.92083795189	6.67336973814	6.07223259318	9.70344346142	43.2268799598	4.52354766687	14.8783488004	1
TCGA-E9-A1NA	4.68041578072	29.0001285101	17.626588851	5.83413921703	2.31483385044	58.2634671197	2.01216645687	5.28258156727	5.33501460073	4.68266391865	9.76546500725	23.9861282586	18.4942138986	9.28723215371	17.2874457162	20.1185347385	77.3991724376	17.7328140868	0.995621559686	261.131641966	4.67922883274	3.65161547204	7.86033703812	6.35323536648	9.39301681723	25.6875444225	0.118495571582	7.25826887467	2.29114108237	6.80225439949	10.9936798855	5.94252800377	4.56262819322	5.19775406307	12.049662517	11.4412641623	29.2608707708	4.82774091118	10.3013119574	1
TCGA-BH-A18K	6.40854529452	30.9816383297	18.7039981663	9.84277369677	1.89798278478	33.5184182727	4.0675496162	7.77708281844	1.94182265668	4.09325224003	13.4012126592	29.0282436701	17.8038523222	9.26037640929	16.5607494499	7.83472634033	102.883241543	13.7656961992	1.11516172083	227.073328098	7.29694762397	5.77333368229	13.3627096991	8.91609164493	10.4932933159	41.4735661085	1.98565295353	3.00371792404	3.69965703716	11.7798698275	7.45357383705	5.87265418038	5.25724050154	14.8006394853	7.3021898841	11.7618671721	33.9768542738	3.6336950753	13.381424472	1
TCGA-E9-A1N4	15.1059907615	14.67010937	23.1740088778	13.2007011502	1.85361995434	17.8225081166	6.97708179077	8.03388283794	2.04065949145	3.54161838115	7.18360984507	38.7893701478	30.6940300944	8.49385076257	14.9291846406	14.0662189574	28.1190179383	7.93825057981	1.03135316029	148.181323871	257.07912872	7.30692656613	11.1420844209	7.30987011036	5.2731855742	25.0963339675	0.195707494714	4.792113077	2.24045889378	8.61615706381	8.39621668731	11.157720942	3.03965322256	10.5961240214	14.6779715323	17.8162384809	29.4592643142	6.45994775881	22.7290650912	1
