Gene_symbol	CTTN	FBLN2	FLNA	ARHGEF9	SLC39A14	ATP6V1C2	ISLR	MYH11	SRI	UGP2	IL1R2	HKDC1	CD44	Cancer
Gene_ensembl_id	ENSG00000085733	ENSG00000163520	ENSG00000196924	ENSG00000131089	ENSG00000104635	ENSG00000143882	ENSG00000129009	ENSG00000133392	ENSG00000075142	ENSG00000169764	ENSG00000115590	ENSG00000156510	ENSG00000026508	Cancer
Sample_ID														
TCGA-AA-A00R-01A-01R-A002-07	59.0810475857	4.52981964262	85.86907256970001	2.18833508493	32.9468778352	1.70999850379	13.9787836018	7.663276483250001	38.7441829919	13.135130486400001	4.02175891622	13.137790418	34.7716537646	1
TCGA-A6-6653-01A-11R-1774-07	40.566345593600005	7.55893962755	69.5593724204	1.27735354411	19.8569120873	1.0100976808600002	12.631546934500001	1.54421997074	21.3683418821	10.880996684400001	1.35816447852	29.8421726729	45.6660588273	1
TCGA-AD-6890-01A-11R-1928-07	45.8234929626	8.73290513093	38.2026637227	6.203127546719999	24.3921509264	3.01748462414	27.635194617899998	3.43380543491	54.2295078361	14.502061061400001	4.98033776844	47.513625460600004	10.9304760134	1
TCGA-D5-6539-01A-11R-1723-07	47.579088258	2.27259337331	40.8577156916	3.96394487357	20.1472334145	0.547166904602	2.52550060771	8.60226140986	53.8370530027	37.2366537422	1.34853955588	19.4926923001	22.24652539	1
TCGA-AD-A5EK-01A-11R-A28H-07	23.464785774	3.21366221391	19.0976580296	3.67832231491	33.3158800457	7.29216137355	20.3310799768	2.97891670073	29.3383365835	14.9472592072	0.596849734931	23.736167335799998	39.578386915900005	1
TCGA-A6-3808-01A-01R-1022-07	34.8110811277	15.8995967351	140.336318755	2.5679341542	19.1424234327	2.73028213341	48.0218908282	60.0460870758	38.373425008699996	22.051920723200002	5.4054142316	9.95706485751	56.52865451130001	1
TCGA-AA-3506-01A-01R-1410-07	37.0262713138	8.28908127003	56.8145030441	2.9439671765	46.436808990699994	0.925279377644	22.346094539099997	8.485322370219999	68.0075429001	6.274377156209999	2.18937119255	36.6490148046	29.5976121515	1
TCGA-G4-6298-01A-11R-1723-07	32.255425396	7.99030090006	86.2076097308	2.60914358529	9.575540524880001	2.22532057938	40.2207995172	6.897144821960001	33.7209387635	10.956853951700001	0.403872961835	14.995794538399998	30.7825779086	1
TCGA-AZ-6608-01A-11R-1839-07	49.2187519774	0.275445352051	13.3519222704	3.29591440127	8.902839986819998	3.07606686607	0.82942094981	0.8000496953049999	26.755546191599997	13.5270112792	0.659301774187	18.5125441715	46.150172092	1
TCGA-AA-3678-01A-01R-0905-07	41.1960350888	1.90637857431	26.333101370500003	3.09455326528	28.248578105	4.3367900419300005	5.16534754855	3.50247661616	35.3202069065	15.485882358800001	1.77689974501	26.7101672753	47.5584934599	1
TCGA-A6-5665-01A-01R-1653-07	53.4132700822	1.86392801802	23.5415587844	2.4901057197	17.377705391099994	1.26821124027	4.5416968344	0.540398242245	58.267128903599996	11.4687275714	14.8416830301	8.676495206739999	45.5127575281	1
TCGA-G4-6306-01A-11R-1774-07	44.2616504528	0.786048628555	13.218522673199999	2.9369544281	22.545062756700002	2.10616126768	3.13037837249	0.361786545599	38.1051628696	10.4979101755	0.16195668559	53.8787518283	26.604325370700003	1
TCGA-F4-6806-01A-11R-1839-07	47.318022692	10.2696067085	58.25998349010001	4.07156063471	22.9071824705	0.593505702686	33.3340743451	8.98644842575	35.5776055075	13.837749602999999	2.08381282366	16.9033816121	47.74161238439999	1
TCGA-AA-A01T-01A-21R-A16W-07	45.601088033	3.39008720949	72.57177235729999	3.6005357097800004	3.96128278994	5.258219330859999	8.637732607130001	0.7110730950149999	38.886548616	3.79436992897	1.2892133981899998	41.1753513171	13.9323728544	1
TCGA-A6-6651-01A-21R-1839-07	27.2270261591	22.9524019273	358.02479356	4.027799332819998	29.167361006500002	1.65796102635	72.0181697391	261.029247013	24.6822098117	14.5955038956	0.807939949965	14.383938934200001	30.058630218	1
TCGA-AA-3812-01A-01R-0905-07	34.1449590752	43.5631937892	287.100820892	2.4212315124900003	12.4581156115	0.8803995084299999	79.6067196811	20.6592555944	35.9703397684	2.94055790111	3.9345430546699993	28.045382504499997	20.1163337574	1
TCGA-F4-6809-01A-11R-1839-07	40.235912783	24.6238878232	142.975568085	3.33617559998	9.791560833239998	2.00875857029	53.7540312436	90.9267469211	17.3124524495	15.667314788599999	1.14228895145	16.9094713151	28.765109995	1
TCGA-AD-5900-01A-11R-1653-07	39.853613001199996	17.847086267999998	127.25703046299999	1.96331805993	46.7144890108	0.655858303578	27.750835656	75.95470374109999	44.3422707883	11.0501836213	2.57466655705	26.9510490227	31.3442137692	1
TCGA-D5-6930-01A-11R-1928-07	39.4920834839	10.2095674076	61.6971041	1.54655358546	20.2465367102	0.7041909248029999	41.9741392309	15.9986189418	28.5813498052	12.2242504863	6.11993489158	14.0115470048	52.785280385	1
TCGA-AA-A03J-01A-21R-A16W-07	37.7540032693	18.266098441	89.7819313617	2.44163094611	17.5652327004	0.947982989426	35.3565615741	2.62367964719	32.2499309743	3.96946729815	0.636999249233	50.6136594438	13.629576650399999	1
TCGA-AA-3815-01A-01R-1022-07	43.278794206099995	6.153296265040001	72.6021199858	2.4592291567	19.7843380756	2.3251505914200004	12.5519593919	1.39119626674	34.1529676914	11.1036281354	1.88630017065	24.339029469	60.2077902989	1
TCGA-CM-6169-01A-11R-1653-07	25.829709139699997	17.5209540892	103.172339229	3.80357033975	23.463329138899997	1.3751712258700002	35.9958147594	39.310773083600004	36.9684453711	17.7822449029	1.2065229356	15.0138949307	67.2885943659	1
TCGA-A6-6650-01B-02R-A277-07	30.4269455188	1.78056523249	43.4824443867	4.70860243942	21.3635370043	6.06917376046	2.08508121834	6.640164201089998	62.522882261499994	24.188980552600004	1.17864010677	14.265197380999998	41.8347090431	1
TCGA-F4-6855-01A-11R-1928-07	39.565479064	37.9870971279	112.521404652	5.11835588739	24.3575864595	1.3351112881899998	64.3276226455	5.55094498598	31.443770425300002	13.180859317100001	3.2883959765	12.271750433	46.1789078409	1
TCGA-CK-4950-01A-01R-1723-07	37.886306469299996	3.2186972887700005	49.4617388554	3.2946919307200004	24.6931471704	0.612138033959	7.92491233616	5.5777185219000005	56.8036684192	27.807014276300002	6.86843545027	29.8309929872	25.379263110300002	1
